Gust2(3.2Hz),z/s=0.025,z/s=0.075,z/s=0.125,z/s=0.175,z/s=0.225,z/s=0.275,z/s=0.325,z/s=0.375,z/s=0.425,z/s=0.475,z/s=0.525,z/s=0.575,z/s=0.625,z/s=0.675,z/s=0.725,z/s=0.775,z/s=0.825,z/s=0.875,z/s=0.925,z/s=0.975
0.43565,NaN,0.657291461100385,0.702690619544641,0.735180798796533,0.739741916975421,0.751540476906656,0.75931795308392,0.755627979028156,0.752092989662117,0.754488834129596,0.7541223283076,0.746534157113592,NaN,NaN,0.69645637966527,0.67473030468148,0.654739371096956,0.622738277611244,0.560494432296128,0.503763727663802
0.47565,0.65111010018851,0.654858655381176,0.695286801759583,0.71878372389386,0.723537141529804,0.73589733510451,0.74632202008069,0.746606483189975,0.742463096856703,0.746848598108821,0.7484220522429,0.739273618216783,NaN,NaN,0.704482596195524,0.696038223802607,0.676501757959171,0.64440851300241,0.585500654759391,0.521424992338163
0.51565,NaN,0.645298725365518,0.677199746675924,0.689994113411529,0.695250129112016,0.718726813382312,0.728685452761401,0.736159619339979,0.736274780830974,0.740933807369526,0.745633540361292,0.735770420056844,NaN,NaN,0.713910168710495,0.712288419866151,0.69675316448987,0.66110005677521,0.606366435715184,0.554210487865061
0.55565,NaN,0.659277705534836,0.667561849791553,0.675095256648928,0.680913714621843,0.698061256407069,0.710876316886265,0.725104146123614,0.728830803370598,0.735768650313692,0.740605701035691,0.731217929597802,NaN,NaN,0.722873665269275,0.722582802306013,0.706025540912116,0.677199157230172,0.629444242178962,0.58758099571946
0.59565,NaN,0.665248258485249,0.665837319734127,0.665794706589862,0.671230504813932,0.681652533590261,0.695975995043814,0.715877161533915,0.72248255244222,0.729574345741899,0.735813657341705,0.724681795393394,NaN,NaN,0.726061546373148,0.726433330415398,0.712874194965287,0.686408874100766,0.642159686832978,0.610801609714126
0.63565,NaN,0.667345478181058,0.662494610623722,0.655958737043513,0.662946604179635,0.669683213608281,0.687259123803256,0.711066450844416,0.718990155748122,0.723378068801036,0.73266837344869,0.706073830862892,NaN,0.732151666369294,0.72374663437946,0.725764485236816,0.713585678628362,0.684077745862237,0.647323301762562,0.622643545780029
0.67565,NaN,0.673615125970422,0.657788342280265,0.646054795598303,0.653374851865468,0.665258422005746,0.687746122986299,0.710139374156586,0.717860132730836,0.722885438435736,0.732936207179446,0.704762437063475,NaN,0.728031945435396,0.726019109592268,0.725335893378569,0.709106997970394,0.681473369935859,0.643440387690025,0.623328640584801
0.71565,0.637701101982165,0.651631233946416,0.644347611010479,0.64063815298802,0.654228547756997,0.666146077281152,0.691335065088478,0.714357309483434,0.720583244102529,0.728212464955211,0.734562116315681,0.715695031224899,NaN,0.726591094064979,0.727625488079908,0.728288986026221,0.713061797213078,0.686316670532457,0.648407550796311,0.632462660728112
0.75565,0.624412012637137,0.654447095676,0.64966090268651,0.639484913679825,0.657050942234866,0.670901639840127,0.693640286566191,0.718008191966505,0.72687160704961,0.736078632971519,0.741863275502575,0.724028391167597,0.700077342899762,0.728541539387132,0.720549242707477,0.723953068618201,0.706618118165516,0.674380129015528,0.635625558570627,0.608481290153114
0.79565,0.636950628273966,0.661196624769967,0.651935267475866,0.642045660152269,0.66593966204737,0.683015024236634,0.699804608745285,0.719658943663621,0.734903940187325,0.744414995393148,0.749644053294086,0.709874531081231,0.716713980622819,0.725924122374405,0.72046332880277,0.722511586008873,0.704938154291132,0.671436581648525,0.628604669715916,0.605564387428009
0.83565,0.633708044627533,0.642612528869478,0.655847881264233,0.653518654753746,0.68162475122596,0.698437087854032,0.711168009738699,0.728416907290534,0.741906046047419,0.752354508332481,0.757109349871932,0.716542789611266,0.722571875349932,0.727088548414699,0.717235884530225,0.717330908668824,0.696844212563755,0.66693894039335,0.625243421470958,0.604674188164498
0.87565,0.588549244347011,0.606325995235376,0.651329453677755,0.66925381371923,0.696439047381653,0.717951752234653,0.725938481455415,0.73983175516244,0.749519030254467,0.760234131387816,0.764339924409694,0.729250287788819,0.73061720977793,0.731738527279192,0.718420909699027,0.708912330347866,0.689907092443411,0.664908589974553,0.614237818544554,NaN
0.91565,0.574561189363014,0.617654649416851,0.667760712640831,0.692651153674865,0.713721588671848,0.735536886309889,0.746290961647873,0.75284168908201,0.758511870943851,0.767636479733734,0.771346944962585,0.743315542043926,0.73997241641358,0.737775964582641,0.723523059579086,0.707099158543146,0.68686841497139,0.658133755167932,0.601892365108864,NaN
0.95565,0.58768085883682,0.641670081461138,0.683992383482034,0.715155546414436,0.732275658624779,0.750164681513945,0.759139859444631,0.764583399934314,0.766211843490689,0.77291930514189,0.777698115353674,0.752930765886126,0.746030020355672,0.744392724363506,0.725808345093153,0.705792899575806,0.685624907354966,0.65120597251727,0.59034549765426,NaN
0.99565,0.590387732952447,0.626158938046854,0.688050677733353,0.736338604046473,0.755722509879909,0.76857569883515,0.772350440349061,0.774472163338958,0.77606861578459,0.777969810388438,0.783818477878393,0.765330407033618,0.757185395523533,0.75196519913155,0.729714013696635,0.7056501420118,0.685276961377969,0.643032724933471,0.579035239404116,NaN
